Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	StopIter	Entropy	KL	TotalEnvInteracts	Time
57	-189.49396	51.6985	-137.79546	-241.19246	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-29.778772	7.2099366	-23.484634	-41.59894	0.0016134529	0.0023399573	0.0060263923	-0.0038861278	-2.9027461e-08	-0.013637314	-1.169974e-11	-3.5638911e-06	309.87143	-205.60777	3.3373012e-06	-3.054645e-06	0	0	79.0	3.742279	0.010171373	58000	320.1203546524048
58	-123.95792	4.3365326	-119.62138	-128.29445	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-31.943645	1.7476095	-29.924404	-33.769947	0.0032373995	0.0020224552	0.006580164	0.00046900156	1.9073487e-09	-0.011840145	-1.4377292e-11	5.616642e-07	70.44552	-37.308872	9.873463e-06	-9.258806e-06	0	0	79.0	3.6826887	0.011768685	59000	326.12247800827026
59	-176.91455	23.003181	-153.91138	-199.91774	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-27.18925	1.4830939	-24.982916	-28.76812	0.000466693	0.0024845293	0.00464129	-0.0025734883	-3.0636787e-08	-0.016272927	3.5070115e-12	7.4272966e-06	127.55481	-40.86123	3.688692e-06	-3.4724558e-06	0	0	79.0	3.6666985	0.010376692	60000	332.28869438171387
60	-184.28624	74.784836	-109.5014	-259.07108	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-30.297243	0.43098897	-29.755539	-30.997618	0.00066373247	0.0007057694	0.0026415111	-0.00087244465	4.1872262e-08	-0.012998986	1.8335413e-12	9.267709e-07	278.85275	-57.318466	3.7040516e-07	-3.0631853e-07	0	0	79.0	3.6040893	0.010664979	61000	338.3705677986145
61	-183.42499	35.630394	-147.7946	-219.05539	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-33.945408	0.6302079	-32.233467	-34.861713	0.00042477448	0.0002910086	0.0011491363	-0.0003005839	-7.009506e-08	-0.012220017	1.9208528e-12	-1.2355491e-06	98.86085	-36.187374	1.3293104e-07	4.807426e-06	0	0	79.0	3.650825	0.009433577	62000	344.44952869415283
62	-195.36957	68.86344	-126.50612	-264.233	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-34.60693	1.4614658	-33.225597	-37.77355	0.0022767193	0.0007441459	0.0036251997	0.0010667401	-1.3515353e-08	-0.013118955	-1.5410478e-11	2.6312475e-06	230.23148	-61.267715	2.890416e-06	-2.7221645e-06	0	0	79.0	3.6871357	0.010681866	63000	350.80158853530884
63	-192.78484	15.382141	-177.4027	-208.16698	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-39.95278	1.710464	-34.29091	-41.169987	0.0026161347	0.0007635332	0.0041075377	0.0009009263	-1.0609627e-08	-0.016824337	8.760253e-12	1.170061e-07	27.321712	-16.290207	3.9577644e-06	-3.0422677e-06	0	0	79.0	3.7291288	0.008733097	64000	357.19636249542236
64	-204.87183	52.65155	-152.22028	-257.52338	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-40.033382	2.368901	-34.635967	-41.854134	0.00014414823	0.0015730562	0.0037851098	-0.0021031138	-1.0102987e-08	-0.014502471	-1.693843e-11	3.3577967e-06	119.43987	-32.299843	1.1241193e-06	-1.0631054e-06	0	0	79.0	3.7825384	0.0064499085	65000	363.4291076660156
65	-168.99301	14.795578	-154.19743	-183.78859	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-36.708977	0.2564245	-36.330414	-37.131344	-0.0011044905	0.0012211597	0.00070108374	-0.0028058125	1.0430813e-09	-0.01309562	-1.4406396e-11	7.6372834e-07	53.670784	-17.358723	2.213926e-06	-2.1482722e-06	0	0	79.0	3.860174	0.008220493	66000	369.69374418258667
66	-211.14151	67.01987	-144.12164	-278.16138	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-41.16354	2.723026	-34.90386	-43.209904	-0.00039374325	0.00050932757	0.00072541676	-0.0013109535	-3.4064055e-08	-0.0074196425	-5.3842087e-12	-7.406261e-07	176.85213	-47.95085	4.1823492e-07	-3.93692e-07	0	0	79.0	3.841634	0.0070784576	67000	375.92917037010193
67	-229.0592	80.5885	-148.4707	-309.6477	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-41.78507	4.3369346	-37.253616	-46.354626	0.0011320411	0.002303107	0.0044325525	-0.0013316232	3.7312507e-08	-0.014126205	-1.2223609e-12	-4.217001e-06	191.77863	-29.745483	3.7732498e-06	-3.501808e-06	0	0	79.0	3.8207316	0.0079015475	68000	382.30876207351685
68	-213.08012	73.05748	-140.02264	-286.1376	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-47.974277	2.6781023	-38.764503	-49.25387	-0.0012026224	0.0010549525	0.00019115527	-0.0026917309	3.2544136e-08	-0.005595933	1.9412255e-11	2.271808e-06	202.95862	-91.93707	2.0189725e-06	-1.9059747e-06	0	0	4.0	3.8094387	0.011593602	69000	388.52442836761475
69	-120.649315	22.747627	-97.90169	-143.39694	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-38.860405	0.034647416	-38.832977	-38.97415	0.0035406153	0.002196652	0.0065008122	-0.0036408883	-1.7273426e-07	-0.005073349	-2.939487e-12	-7.971837e-06	254.607	-142.4595	1.331776e-05	-1.304425e-05	0	0	3.0	3.8098037	0.017641624	70000	394.7553815841675
70	-223.64886	44.52581	-179.12306	-268.17468	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-36.058876	5.5984898	-30.50022	-42.80896	0.0032416899	0.0020330164	0.0067962175	-0.002004682	1.3786554e-07	-0.005309838	-1.8451829e-11	2.4565131e-06	116.24101	-61.58087	6.5089557e-06	-6.2265176e-06	0	0	4.0	3.8103728	0.014321299	71000	401.1187720298767
71	-230.18872	59.63108	-170.55763	-289.8198	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-40.33816	6.247763	-34.137608	-46.99303	0.00024151483	0.00079719885	0.0018064574	-0.0012225575	-8.5741284e-08	-0.013376541	-1.8626452e-12	-1.895412e-06	86.674706	-34.561676	5.443167e-07	-5.1445465e-07	0	0	79.0	3.811894	0.008377661	72000	407.6645653247833
72	-222.85706	55.88327	-166.97379	-278.74033	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-42.36134	4.1167274	-37.62875	-49.689564	0.0004401818	0.0006163569	0.0014868146	-0.00039114594	-3.632903e-08	-0.0052709426	5.9226296e-12	5.3035587e-06	136.22887	-57.026886	2.817614e-07	-2.4271654e-07	0	0	3.0	3.8001528	0.02088226	73000	413.8905699253082
73	-266.358	81.480255	-184.87775	-347.83826	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-44.616096	6.2588806	-39.052914	-52.934498	0.0007389352	0.0006249053	0.0016181958	-0.00057238026	-1.3262034e-09	-0.014539461	8.236384e-12	8.5875695e-07	233.04149	-96.78407	4.490045e-07	-3.6776203e-07	0	0	79.0	3.7998843	0.008977836	74000	420.4560284614563
74	-273.52527	84.98003	-188.54523	-358.50528	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-51.015846	7.5308	-43.407177	-58.603592	0.00027489828	0.0005244451	0.0011918559	-0.00057791197	-1.692772e-08	-0.013202896	-7.275958e-12	-2.789515e-06	168.13785	-32.42363	1.840567e-07	-1.6352107e-07	0	0	79.0	3.7835531	0.011314509	75000	426.8775067329407
75	-204.14656	57.556778	-146.58978	-261.70334	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-50.753426	5.194218	-46.23311	-60.547787	-0.00090863503	0.0013890672	0.0007672907	-0.0031193001	-4.9471853e-09	-0.012385414	3.9872246e-12	3.5897526e-06	171.68503	-75.7855	2.0783953e-06	-1.826486e-06	0	0	79.0	3.7946792	0.007444057	76000	433.3010711669922
76	-248.85977	31.309532	-217.55025	-280.1693	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-49.13125	6.8123026	-41.42698	-58.50266	0.00020552348	0.00035919127	0.00056602934	-0.0010317686	3.179908e-08	-0.0071558654	-1.3533281e-12	6.215226e-07	56.382057	-17.211285	1.1707164e-07	-1.03476744e-07	0	0	5.0	3.7500362	0.014049743	77000	439.7739906311035
77	-208.19391	32.577408	-175.6165	-240.77132	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-52.662968	6.559773	-42.739426	-60.298462	-0.00077464664	0.00056376925	0.0007438463	-0.0014364923	5.042553e-08	-0.013128884	2.1711457e-11	-7.303661e-07	56.075966	-36.650414	6.39089e-07	-6.042834e-07	0	0	79.0	3.7499545	0.0070135645	78000	446.50965189933777
78	-205.47	25.697556	-179.77245	-231.16756	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-48.44548	8.558546	-40.715775	-58.5091	-0.00022115897	0.001312528	0.0015407875	-0.0018602684	1.129508e-08	-0.0040454012	9.058567e-12	5.235485e-06	33.55356	-20.088633	1.170329e-06	-1.0323295e-06	0	0	4.0	3.6778202	0.018203208	79000	452.91556549072266
79	-227.34575	66.512985	-160.83276	-293.85873	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-46.312305	8.560926	-38.617195	-56.430515	-0.00044039552	0.00027049694	-1.384801e-05	-0.0010641387	3.7804245e-08	-0.005245381	-1.869921e-12	-7.556912e-07	44.890537	-6.765442	1.70258e-07	-1.313527e-07	0	0	4.0	3.6754131	0.019663347	80000	459.3816804885864
80	-222.03201	54.028008	-168.00401	-276.06003	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-45.50242	7.587672	-38.614887	-56.55586	-7.422484e-05	0.00042209963	0.00052622904	-0.0015601875	-2.0384789e-08	-0.008068015	-4.8894435e-12	1.5736078e-06	57.65605	-15.4241295	1.4857736e-07	-6.820966e-08	0	0	6.0	3.6751878	0.0117141325	81000	465.9418261051178
81	-173.6717	42.584732	-131.08698	-216.25644	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-44.841633	7.462392	-38.997322	-55.525246	-0.0001956791	0.00035085177	0.0008293265	-0.00083377253	-9.3579295e-09	-0.014360104	-1.9645086e-12	1.05050724e-07	87.84107	-56.652206	1.1252199e-07	-8.236523e-08	0	0	79.0	3.6748924	0.0073662414	82000	472.51688861846924
82	-202.1048	72.81014	-129.29466	-274.91495	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-42.484394	9.528263	-33.30501	-52.956627	-0.00018380568	0.00035574505	0.00048580757	-0.0013304848	-2.4437905e-09	-0.0060316324	1.0011718e-11	7.66656e-08	79.903755	-7.679039	1.6063014e-07	-1.2335036e-07	0	0	5.0	3.6921687	0.009577023	83000	478.9812078475952
83	-174.93661	38.347824	-136.58879	-213.28444	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-38.36085	7.7442183	-32.51795	-52.15527	0.0011333893	0.0011781006	0.0027037095	-0.00071688206	-1.4901161e-09	-0.015283284	-1.7462298e-12	-2.300975e-08	57.595352	-16.263424	1.704013e-06	-1.3256016e-06	0	0	79.0	3.6927428	0.008805301	84000	485.58453702926636
84	-209.07353	47.97734	-161.09619	-257.05087	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-38.88259	10.102766	-29.750174	-50.779095	-0.00082908914	0.00035414234	-6.0786377e-05	-0.0020760326	-1.9192695e-08	-0.0055147577	-5.180482e-12	-9.398554e-07	24.955153	-11.976098	5.438269e-07	-4.7222755e-07	0	0	5.0	3.6961186	0.014093918	85000	492.4047780036926
85	-171.62726	35.635033	-135.99222	-207.26228	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-42.45468	8.834358	-31.689053	-52.944843	-0.0016696552	0.0006174155	0.00016709801	-0.0027877223	3.7074088e-08	-0.0048699435	8.265488e-12	-2.278223e-06	43.21087	-32.71515	2.3466139e-06	-2.195693e-06	0	0	7.0	3.6959753	0.010964787	86000	499.10565280914307
86	-179.0397	31.076431	-147.96327	-210.11613	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-35.4686	7.297848	-30.031778	-48.54119	0.0013978546	0.0019152852	0.004117474	-0.00055980985	3.051758e-08	-0.014140346	2.1100278e-11	4.500075e-06	25.667433	-18.987331	3.3386489e-06	-3.152429e-06	0	0	79.0	3.6966724	0.010001606	87000	505.7635188102722
87	-165.39996	36.61593	-128.78404	-202.0159	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-38.28293	9.8259	-29.883595	-50.62905	0.00013575226	0.0002802346	0.0010263058	-0.00089450367	-7.987023e-09	-0.009638951	1.5716069e-12	-1.6837665e-06	44.271095	-21.281345	9.704178e-08	-5.5182007e-08	0	0	17.0	3.6543038	0.012692137	88000	512.362678527832
88	-176.97844	37.297546	-139.6809	-214.27599	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-35.70818	9.467193	-26.991045	-47.436638	-0.00027685467	0.0003144297	0.00084178086	-0.00095928943	-1.2993812e-08	-0.014198836	8.818461e-12	-1.7006528e-06	7.2603407	-3.1648169	1.6524392e-07	-1.3404949e-07	0	0	79.0	3.6590104	0.0105735	89000	519.1905665397644
89	-214.29266	71.32773	-142.96494	-285.6204	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-37.35202	10.825423	-26.558561	-48.472813	0.0009875008	0.00044269627	0.0020335496	-0.00025617858	-1.0848045e-08	-0.009452562	1.1408701e-11	-2.0520076e-06	88.37442	-22.773117	8.903474e-07	-8.229363e-07	0	0	15.0	3.599707	0.014868144	90000	525.861409664154
90	-186.18855	42.06195	-144.1266	-228.2505	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-40.32832	10.856856	-29.670805	-52.303444	0.0016317698	0.002109022	0.004647601	-0.0004219928	-3.504753e-08	-0.008349751	-3.6525305e-12	-3.561636e-06	41.803967	-19.372435	4.1477565e-06	-3.8044097e-06	0	0	7.0	3.6017177	0.012873972	91000	532.459300994873
91	-192.35197	47.442474	-144.9095	-239.79445	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-38.15619	10.780029	-28.70057	-51.58434	0.00046396905	0.00073051726	0.0018652204	-0.00061059266	2.5391579e-08	-0.006557782	4.423782e-12	-7.553186e-07	58.45375	-5.641201	3.7121362e-07	-2.7541344e-07	0	0	5.0	3.6043653	0.010700198	92000	539.2718570232391
92	-157.2604	23.964561	-133.29585	-181.22498	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-32.22722	6.814889	-27.446539	-46.185738	-0.00035437333	0.00088158256	0.0015150737	-0.0024232443	9.6559525e-09	-0.008555491	-8.265488e-12	-3.6655874e-06	9.193584	-3.7188802	7.5831065e-07	-6.955128e-07	0	0	16.0	3.6037335	0.013252067	93000	546.0474598407745
93	-171.04575	18.516685	-152.52907	-189.56244	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-32.871326	7.5026126	-26.231453	-43.90539	-0.0008149696	0.0025326565	0.0021381797	-0.004246562	3.671646e-08	-0.018214947	3.4924598e-11	-1.3582737e-06	31.814032	-0.8131294	4.2784673e-06	-3.922211e-06	0	0	62.0	3.5983791	0.012249286	94000	552.7838091850281
94	-184.08731	45.090042	-138.99727	-229.17735	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-37.38833	11.194172	-26.311258	-49.825172	-0.0006099626	0.000961307	0.00080729206	-0.0023054844	1.1920929e-09	-0.019252883	-1.6530976e-11	-2.130862e-07	10.456909	-1.982091	6.567444e-07	-5.6097815e-07	0	0	79.0	3.6269464	0.009539751	95000	559.7701344490051
95	-149.57866	31.591537	-117.98712	-181.1702	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-31.730843	6.1522813	-25.895552	-40.038612	-0.0004516286	0.0007977547	0.0011905897	-0.0020905524	2.4318695e-08	-0.017330876	9.34233e-12	5.6581666e-07	18.873674	-8.453524	6.1481967e-07	-5.7891634e-07	0	0	79.0	3.5494828	0.01069967	96000	566.6468951702118
96	-145.08936	15.206039	-129.88332	-160.2954	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-31.330162	8.257393	-23.306236	-43.638264	-0.0007347789	0.00041515444	9.123812e-05	-0.0012086844	2.2530555e-08	-0.012740059	-3.4051481e-12	2.892634e-07	34.649464	-18.639645	4.3042516e-07	-3.7368898e-07	0	0	79.0	3.6063776	0.008533685	97000	573.6399533748627
97	-176.78381	55.54082	-121.24299	-232.32463	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-33.527184	11.3011055	-22.82097	-46.78766	0.0003308921	0.0011228101	0.0016264786	-0.0013147494	3.6120415e-08	-0.01348365	-2.211891e-12	-2.872745e-06	47.04015	-7.10804	8.5071594e-07	-7.6624906e-07	0	0	79.0	3.5917544	0.006829651	98000	580.5256066322327
98	-144.79451	1.0499115	-143.7446	-145.84442	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-24.330559	0.014817149	-24.3128	-24.365446	-7.4903925e-05	0.00023002048	0.0006163934	-0.00054891594	5.6266785e-08	-0.003492785	3.3833203e-12	-3.8552594e-07	21.405977	-8.023215	3.3284635e-08	-2.9076281e-08	0	0	4.0	3.556565	0.016823415	99000	587.5255737304688
99	-127.62889	12.533604	-115.09528	-140.16249	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-30.595366	4.380488	-26.956837	-40.564304	-0.0007982955	0.0009027619	0.00037455873	-0.0019017672	-1.1134148e-07	-0.013903117	5.6024872e-12	-1.4216495e-06	61.73292	-49.733147	9.787735e-07	-8.9378676e-07	0	0	25.0	3.5549245	0.01202302	100000	594.3993952274323
100	-118.10509	3.3491325	-114.75596	-121.45422	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-25.213106	0.011777895	-25.20048	-25.238138	0.0006109529	0.0009353178	0.0020714458	-0.00043913204	1.0848045e-08	-0.013307526	-7.006747e-12	-2.1950127e-06	38.227978	-10.927679	6.7016146e-07	-6.04725e-07	0	0	79.0	3.5528316	0.0109668765	101000	601.576085805893
101	-145.92273	18.312706	-127.61003	-164.23544	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-22.071356	0.0030156062	-22.069294	-22.086187	-0.0009962616	0.00044540042	0.0005690522	-0.0015842168	7.265806e-08	-0.007006656	1.0812073e-11	1.2721047e-06	84.2265	-27.485447	8.121735e-07	-7.0278907e-07	0	0	5.0	3.6184654	0.0095367795	102000	608.5165085792542
102	-158.2302	19.571281	-138.6589	-177.80147	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-27.675283	1.25419	-26.99638	-31.614225	-0.00024869695	0.00038323767	0.00052242447	-0.0010598467	-1.7464162e-08	-0.003095493	6.9849194e-13	6.3311404e-07	113.78953	-51.619717	1.1081982e-07	-6.881382e-08	0	0	3.0	3.6220858	0.013036231	103000	615.5371513366699
103	-170.5389	44.911068	-125.62783	-215.44997	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-24.652544	0.033337064	-24.622877	-24.732958	-0.0010089152	0.00034119005	-0.00018849559	-0.0016462895	2.7418137e-08	-0.013790155	-3.5797712e-12	-1.9768174e-06	136.02602	-109.73328	7.559346e-07	-7.085745e-07	0	0	61.0	3.6229303	0.012051932	104000	622.7251605987549
104	-85.99508	47.16384	-38.831238	-133.15892	0.0	0.0	0.0	0.0	286.0	0.0	0.0	-29.865871	2.810703	-27.743788	-40.027946	-0.00012245923	0.0013801918	0.0020259127	-0.0018539225	-1.2665987e-08	-0.015056493	1.9790606e-12	-2.024014e-06	201.20413	-141.18936	1.4783219e-06	-1.3826166e-06	0	0	79.0	3.619754	0.009631292	105000	630.2260756492615
105	-153.0264	0.8737259	-152.15266	-153.90012	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-24.53197	6.970175	-18.132318	-38.74463	-0.00033282166	0.000780859	0.0014886113	-0.0016604145	-1.013279e-09	-0.012820289	2.3865142e-12	1.8162111e-06	34.00273	-25.885185	5.1328476e-07	-4.915604e-07	0	0	22.0	3.564432	0.012130165	106000	637.2614846229553
106	-148.24414	7.0495453	-141.1946	-155.29369	0.0	0.0	0.0	0.0	493.0	0.0	0.0	-30.802309	7.2613735	-23.09358	-45.94706	-0.00013763762	0.0004957448	0.0013350495	-0.0008580503	1.8715859e-08	-0.0067655607	-6.4392224e-12	-3.1483357e-06	76.99755	-46.249893	1.6966587e-07	-1.4424812e-07	0	0	6.0	3.5559216	0.0123246545	107000	644.7545871734619
107	-114.83261	0.7594414	-114.073166	-115.59205	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-20.749798	5.010547	-17.360334	-42.561222	-0.00013977553	0.0006891723	0.0011054435	-0.0011764638	-1.5616417e-08	-0.006785702	4.7148205e-12	-1.0195951e-06	11.901416	-8.036987	3.7090837e-07	-3.4932995e-07	0	0	6.0	3.5538778	0.016824983	108000	651.8615679740906
108	-121.4518	48.94543	-72.50637	-170.39723	0.0	0.0	0.0	0.0	347.5	0.0	0.0	-21.193762	4.5541053	-18.742992	-38.84424	-0.00025829565	0.00097401295	0.0012439962	-0.0024425967	2.5510788e-08	-0.0070127742	-1.094304e-11	5.6319363e-06	125.41664	-97.93242	9.97071e-07	-9.0437345e-07	0	0	5.0	3.5514867	0.010817504	109000	659.2489058971405
109	-75.68484	48.37876	-27.306076	-124.0636	0.0	0.0	0.0	0.0	306.5	0.0	0.0	-25.665476	6.9988437	-17.85306	-36.39597	-0.000703132	0.0005706245	0.00027491795	-0.0022203173	1.9311905e-08	-0.003281588	-1.0768417e-11	3.8051646e-06	32.7069	-15.5435295	8.2303245e-07	-7.95122e-07	0	0	5.0	3.5500932	0.014709463	110000	666.6912651062012
110	-160.70854	65.75864	-94.949905	-226.46718	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-27.847052	11.274503	-15.350498	-40.451454	-0.0014644887	0.00052425824	-3.6416954e-05	-0.002085961	-1.7642975e-08	-0.013644926	-2.4738256e-12	8.8268206e-07	40.00583	-29.069656	1.5537685e-06	-1.0541328e-06	0	0	26.0	3.5463855	0.012754118	111000	673.8432657718658
111	-126.04199	63.98291	-62.059082	-190.0249	0.0	0.0	0.0	0.0	338.0	0.0	0.0	-31.127539	11.961396	-16.91131	-43.206696	2.1753684e-05	0.00049866125	0.0010609294	-0.0013224529	1.680851e-08	-0.0046837255	-2.0954757e-12	-6.826692e-07	41.34595	-15.987989	1.9286128e-07	-1.6498171e-07	0	0	5.0	3.5519493	0.016665284	112000	681.2074313163757
112	-129.13248	64.55568	-64.57679	-193.68816	0.0	0.0	0.0	0.0	334.5	0.0	0.0	-32.74476	7.3326874	-16.833387	-41.551647	-4.9217873e-05	0.00029514005	0.0007135789	-0.00075934315	-1.4305114e-08	-0.010636293	-3.4924597e-13	2.1859887e-07	28.391993	-12.702842	6.605027e-08	-4.028133e-08	0	0	79.0	3.5545747	0.0068352367	113000	688.9709615707397
113	-158.96548	54.51816	-104.44732	-213.48364	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-29.925957	10.341769	-15.180706	-41.759712	-0.00046770368	0.00055616203	0.00062464486	-0.0012634597	2.1755696e-08	-0.016979903	2.3283064e-12	5.985028e-07	17.334692	-11.458775	3.7828647e-07	-3.5491146e-07	0	0	79.0	3.5580876	0.009320102	114000	696.2000322341919
114	-93.103455	74.619804	-34.774597	-198.42877	0.0	0.0	0.0	0.0	254.33333	0.0	0.0	-30.757177	10.353764	-17.657774	-43.64716	0.00039934457	0.0006080603	0.0022825045	-0.0007707578	3.0994414e-08	-0.012357399	6.2282198e-12	-2.6508603e-06	47.4884	-23.937761	4.0670798e-07	-3.1195887e-07	0	0	79.0	3.5893233	0.009247054	115000	704.3251757621765
115	-139.11995	18.66286	-120.457085	-157.7828	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-23.22043	8.115772	-15.323227	-34.198914	0.00060984195	0.0003030345	0.0010551654	-7.9180725e-05	1.013279e-07	-0.020752674	-3.6379787e-14	-7.4896356e-08	26.884892	-23.635904	2.7852005e-07	-2.522749e-07	0	0	79.0	3.6275978	0.010962166	116000	711.9071509838104
116	-149.0355	46.071793	-102.963715	-195.1073	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-34.406025	7.9877577	-16.896065	-43.34966	-0.000854632	0.0011254841	0.0008526988	-0.0023640187	1.3113022e-08	-0.008422911	-1.4959369e-11	6.530815e-06	38.841484	-33.196583	1.2642523e-06	-1.1371801e-06	0	0	5.0	3.6729174	0.015830679	117000	719.3138494491577
117	-146.61356	44.318794	-102.294754	-190.93234	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-31.0774	9.734587	-19.109219	-44.101883	-0.00018487823	0.00063249515	0.00076212786	-0.00093030994	-1.2159347e-08	-0.0031382677	7.072231e-12	7.100692e-07	18.324938	-12.308201	3.2831952e-07	-3.1466325e-07	0	0	6.0	3.6732693	0.012754911	118000	726.653003692627
118	-127.04226	53.601692	-73.44057	-180.64395	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-28.699295	11.893235	-17.738804	-44.82895	-0.000174557	0.00070289965	0.0018568235	-0.00079783844	-6.067753e-08	-0.008845543	-5.486072e-12	5.039397e-06	17.202757	-13.855278	4.2893186e-07	-4.062039e-07	0	0	3.0	3.6734962	0.021808827	119000	733.8939142227173
119	-81.788	68.31979	-33.43785	-178.40677	0.0	0.0	0.0	0.0	231.66667	0.0	0.0	-28.951828	8.345087	-14.924879	-42.38236	-2.2548333e-05	0.00038263094	0.0008703389	-0.00075056753	-4.839897e-08	-0.005920026	-9.604264e-13	-2.5402712e-06	59.592766	-35.63064	1.3719189e-07	-1.2456384e-07	0	0	11.0	3.6739476	0.011896162	120000	741.6311819553375
120	-104.02588	56.55893	-47.46695	-160.58481	0.0	0.0	0.0	0.0	331.0	0.0	0.0	-24.011927	8.389327	-13.782776	-37.637337	0.00019819876	0.0007593107	0.0011077594	-0.0015348444	-2.3841857e-09	-0.0040370696	-1.0419172e-11	2.3198093e-06	28.127182	-17.80106	4.4234363e-07	-4.0066902e-07	0	0	5.0	3.6745703	0.015607359	121000	749.3620450496674
121	-110.71596	69.823906	-40.89205	-180.53986	0.0	0.0	0.0	0.0	309.0	0.0	0.0	-36.22224	7.546518	-13.410882	-42.335686	0.00062747987	0.0006781383	0.0020635372	-0.00037698046	2.4795533e-08	-0.012279721	1.5308615e-11	1.4827687e-06	17.420269	-6.228039	6.503418e-07	-6.156496e-07	0	0	23.0	3.675315	0.012143284	122000	756.9225676059723
122	-78.38644	67.33963	-26.562357	-173.49123	0.0	0.0	0.0	0.0	246.0	0.0	0.0	-32.25611	10.389171	-12.922693	-41.48771	0.00045239608	0.00036986786	0.0012054339	-0.000507514	-3.027916e-08	-0.009265144	-1.3387762e-12	6.2849824e-07	19.667473	-11.369733	1.7437371e-07	-1.4184812e-07	0	0	79.0	3.6870153	0.0064255306	123000	765.124196767807
123	-83.92636	48.658733	-35.267628	-132.5851	0.0	0.0	0.0	0.0	314.0	0.0	0.0	-25.271198	13.885023	-9.873593	-39.568394	-0.00014278096	0.0006591938	0.0014191358	-0.001036634	-2.7894973e-08	-0.015234437	-5.2386897e-12	1.215269e-07	66.613686	-51.79254	2.8133095e-07	-2.454321e-07	0	0	79.0	3.719035	0.01026788	124000	773.2051811218262
124	-68.21035	43.912342	-24.298008	-112.122696	0.0	0.0	0.0	0.0	287.5	0.0	0.0	-27.412634	6.5779204	-10.849587	-38.05118	0.0003306853	0.0006209047	0.0016744514	-0.000942007	1.07288365e-08	-0.018524464	-2.561137e-12	-4.8651754e-07	82.85622	-44.527	2.2351547e-07	-1.826474e-07	0	0	79.0	3.7371523	0.012069947	125000	781.3254516124725
