Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	StopIter	Entropy	KL	TotalEnvInteracts	Time
10	-266.7594	76.97973	-189.77968	-343.73914	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-48.79311	0.014198118	-48.75567	-48.80901	0.0024910728	0.0018270296	0.0069457088	0.0001271964	4.9933792e-08	-0.0124824215	6.6356733e-12	5.4438206e-06	264.02426	-3.6413574	4.3026657e-06	-4.0207938e-06	0	0	79.0	3.6090193	0.010041841	11000	11.916887998580933
11	-246.25919	37.604362	-208.65483	-283.86356	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-49.262577	0.017443446	-49.211014	-49.278202	0.0020394367	0.0021408359	0.008086967	-0.00047928243	2.1390617e-08	-0.011541851	9.778887e-12	4.4669805e-06	110.550095	-0.34609222	1.9759248e-06	-1.5995886e-06	0	0	79.0	3.635206	0.009009556	12000	13.06033992767334
12	-313.5395	97.59505	-215.94446	-411.13455	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-49.452217	0.01320969	-49.405247	-49.4656	-0.0010736635	0.0017644004	0.0019662546	-0.005695861	-4.9680473e-08	-0.012631027	-1.0011718e-11	-9.790803e-07	497.17035	-35.79474	4.3201276e-06	-4.2220063e-06	0	0	79.0	3.553698	0.008437746	13000	14.169999122619629
13	-238.16156	17.790749	-220.37082	-255.95232	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-51.0655	0.01309357	-51.024235	-51.078365	0.000104007486	0.0007703825	0.0025492692	-0.0011978598	-3.939867e-08	-0.014085762	-8.440111e-12	5.001453e-06	68.62324	-3.8189163	4.0332287e-07	-3.5336504e-07	0	0	79.0	3.610804	0.008404961	14000	15.29683518409729
14	-269.82507	39.100113	-230.72495	-308.92517	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-50.604687	0.018521758	-50.53499	-50.620655	-0.0005678371	0.0012994158	0.0009817962	-0.0042886245	3.1679868e-08	-0.0048218793	5.4831615e-11	-4.040772e-06	71.14493	-1.453804	1.6962604e-06	-1.6458006e-06	0	0	4.0	3.6123369	0.02069589	15000	16.370972156524658
15	-347.5503	31.576889	-315.97342	-379.1272	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-50.922054	0.010141701	-50.88759	-50.931107	9.959151e-05	0.0009245755	0.0034242624	-0.00073987513	-9.5665456e-08	-0.0054893275	-1.5934347e-12	5.9513035e-08	331.31775	-74.1012	1.3302528e-07	-1.1264049e-07	0	0	5.0	3.6120782	0.017471952	16000	17.471935510635376
16	-290.94867	30.574936	-260.37375	-321.52362	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-53.449715	0.015144933	-53.39987	-53.466938	-0.00046293373	0.0005228416	0.00062182796	-0.0014850674	9.536744e-10	-0.0041607018	4.278263e-12	2.7303512e-08	51.38131	-7.2370605	3.609636e-07	-3.3145494e-07	0	0	6.0	3.6133645	0.01233596	17000	18.562671661376953
17	-261.98877	21.077393	-240.91138	-283.06616	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-54.40445	0.01310591	-54.34951	-54.414787	-0.0008849723	0.00094176107	0.0005523134	-0.0023935384	-9.536744e-10	-0.01457202	3.783498e-13	3.027137e-06	42.067204	-2.8127708	1.0108589e-06	-9.467198e-07	0	0	79.0	3.6137562	0.008271951	18000	19.7485249042511
18	-217.03604	10.58638	-206.44966	-227.62242	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-53.9219	0.018169807	-53.858932	-53.936867	0.00034688372	0.0005685752	0.0013791716	-0.0007310228	1.692772e-08	-0.014941818	6.4028427e-12	-4.0980694e-07	119.92925	-31.245522	2.3493426e-07	6.5515273e-06	0	0	79.0	3.6270556	0.009171703	19000	21.005743265151978
19	-199.55986	7.731949	-191.82791	-207.29181	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-52.123272	0.016477006	-52.057743	-52.137913	0.0019142076	0.00039519285	0.0026734013	0.0011828688	1.0800362e-07	-0.017499527	1.9848812e-11	7.6639276e-07	137.56386	-45.75508	3.0057304e-06	-2.8826923e-06	0	0	79.0	3.6375294	0.007533146	20000	22.266979455947876
20	-196.17635	28.952225	-167.22412	-225.12857	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-49.838173	0.02093386	-49.760628	-49.8561	0.00042865763	0.0008912419	0.002010928	-0.0014531947	-3.5345554e-08	-0.015377311	-1.877197e-12	1.8185965e-06	143.17638	-38.490295	4.9366184e-07	-3.1875496e-07	0	0	35.0	3.5991154	0.0125202015	21000	23.436744689941406
21	-168.21014	16.930756	-151.27939	-185.1409	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-47.692474	0.0254084	-47.58357	-47.714718	-3.8307903e-06	0.0010109302	0.0018662852	-0.0018780609	3.5107135e-08	-0.0040705837	-7.508788e-12	6.19786e-07	206.39537	-65.44528	8.345128e-07	-7.734116e-07	0	0	5.0	3.625989	0.017049853	22000	24.567949056625366
22	-184.0531	42.521156	-141.53194	-226.57425	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-44.857056	0.028929215	-44.743923	-44.893803	-8.21172e-05	0.00089471764	0.0010611485	-0.002675923	3.904104e-09	-0.014718217	-8.4401106e-13	1.3930286e-06	139.45012	-30.337135	2.2759012e-07	-1.383082e-07	0	0	79.0	3.6306815	0.0114384815	23000	25.813955307006836
23	-213.65633	26.728073	-186.92825	-240.3844	0.0	0.0	0.0	0.0	500.0	0.0	0.0	-42.84518	0.031023743	-42.72463	-42.881683	6.5837296e-05	0.0001575837	0.0004703937	-0.0004641445	2.348423e-08	-0.005124062	2.1827872e-13	-6.468827e-07	36.46625	-0.8850441	2.4416817e-08	8.034391e-08	0	0	4.0	3.6206667	0.013094903	24000	27.00600028038025
24	-107.47194	47.989628	-59.482307	-155.46156	0.0	0.0	0.0	0.0	354.5	0.0	0.0	-42.28183	0.08319739	-42.04899	-42.41728	-0.0011641406	0.0012282068	0.0007119198	-0.0037693824	3.6001204e-08	-0.006701557	3.783498e-12	1.1874779e-07	280.10706	-176.85559	1.1570972e-06	-9.470706e-07	0	0	4.0	3.6186097	0.018446224	25000	28.360766410827637
25	-131.7207	59.940968	-71.77973	-191.66167	50.5	50.5	101.0	0.0	388.0	108.0	0.004153846153846154	-30.41366	0.6114892	-29.350521	-31.284647	-0.00066907756	0.0007021166	0.0008569566	-0.002619171	-2.2411346e-08	-0.013766876	9.560585e-08	0.04494661	110.48039	-25.412422	299.35025	-100.60333	0	0	79.0	3.6175904	0.009134331	26000	29.85328769683838
26	-157.6643	15.242912	-142.4214	-172.90723	1.5	1.5	3.0	0.0	495.0	111.0	0.004111111111111111	-24.048347	3.7528906	-17.823927	-32.675953	10.591971	4.7997947	18.998583	0.79640585	-2.360344e-08	-0.00470107	-1.950264e-07	0.008826681	141.74991	-50.37429	100.72944	-93.5202	0	0	5.0	3.6747305	0.01310865	27000	31.214444398880005
27	-182.04346	20.933075	-161.11038	-202.97653	0.0	0.0	0.0	0.0	500.0	111.0	0.0039642857142857145	-25.513874	2.6112847	-20.554077	-31.961231	-0.6087817	1.1541495	3.3681378	-2.272137	8.8214875e-09	-0.010657694	1.1503697e-08	0.0019550284	87.233925	-44.621395	1.6692898	-1.2993722	0	0	79.0	3.6774864	0.0074643553	28000	32.72262787818909
28	-150.34344	19.68525	-130.6582	-170.0287	0.0	0.0	0.0	0.0	500.0	111.0	0.0038275862068965515	-27.62397	4.5310144	-20.014992	-36.041187	0.4124852	0.4571933	1.9055517	-0.38652846	-3.9339065e-09	-0.0077736476	3.784895e-09	0.0006232147	12.853682	-3.0500803	0.2843984	-0.16820906	0	0	79.0	3.6637125	0.006565382	29000	34.101088762283325
29	-91.070465	34.174763	-56.895702	-125.245224	4.0	4.0	8.0	0.0	341.5	119.0	0.003966666666666667	-26.66175	4.5942426	-17.68615	-36.683323	0.4696523	0.43739438	1.9650912	-0.18974772	1.34706495e-08	-0.003644058	3.710389e-09	0.012975575	44.08113	-37.27034	1.9261296	-0.27675426	0	0	6.0	3.6455956	0.013654935	30000	35.46148443222046
30	-170.73413	4.079872	-166.65425	-174.814	0.0	0.0	0.0	0.0	500.0	119.0	0.003838709677419355	-23.237698	5.5306277	-16.775421	-36.755795	-0.15674073	0.39662853	1.0474633	-0.8461709	1.2874604e-08	-0.0040567573	2.8014182e-09	0.0008822842	50.75683	-42.723595	0.17839219	-0.09944735	0	0	4.0	3.6417139	0.016696446	31000	36.76808047294617
31	-114.518326	26.209385	-88.30894	-140.7277	35.0	17.0	52.0	18.0	371.5	193.0	0.00603125	-25.242098	6.6784205	-15.248645	-37.10532	1.5132964	0.4991068	2.6171868	0.56590277	-4.172325e-08	-0.0070905406	-2.3543835e-07	-0.0065157325	69.03494	-28.378521	93.083534	-38.451347	0	0	4.0	3.636839	0.02133067	32000	38.1499342918396
32	-168.41476	41.005127	-127.40964	-209.41989	37.0	37.0	74.0	0.0	500.0	267.0	0.008090909090909091	-24.049877	4.5811195	-19.076899	-37.173218	-1.5516216	3.3446336	10.458261	-5.330071	6.639957e-08	-0.0018679255	1.450777e-07	0.04306145	61.30904	-33.150696	230.17183	-143.42775	0	0	5.0	3.6313689	0.012863985	33000	39.48175883293152
33	-133.60728	7.393017	-126.21427	-141.0003	0.0	0.0	0.0	0.0	500.0	267.0	0.007852941176470589	-28.078102	4.4105215	-22.666876	-38.36702	10.271729	4.2059298	15.63824	1.2424129	-8.2075594e-08	-0.0036135733	1.0752678e-07	0.0029103158	21.485403	-18.137245	63.38429	-57.681675	0	0	4.0	3.6252298	0.016338836	34000	40.86985445022583
34	-110.529526	3.8955498	-106.63398	-114.42508	4.0	0.0	4.0	4.0	500.0	275.0	0.007857142857142858	-24.479437	3.3536854	-19.881588	-36.02064	4.3074756	1.0610512	6.9506664	2.120247	-1.7404556e-08	-0.0052908496	1.34706495e-08	-0.0039282953	29.68315	-26.864326	11.825187	-9.77311	0	0	5.0	3.619429	0.012137615	35000	42.22699546813965
35	-99.91072	43.291626	-56.6191	-143.20235	72.0	12.0	84.0	60.0	334.0	422.0	0.011722222222222222	-14.076718	6.4116473	-2.1815948	-34.80047	5.729627	1.9656346	9.518216	1.3255173	1.3953448e-07	-0.016987845	-2.3841857e-09	0.01015464	59.448624	-50.839172	178.25961	-48.521027	0	0	79.0	3.616221	0.008291525	36000	43.82060360908508
36	-120.07948	0.45908737	-119.62039	-120.53857	34.0	3.0	37.0	31.0	500.0	490.0	0.013243243243243243	-29.270132	3.9119804	-22.731213	-38.562916	6.7907853	1.5318794	10.675231	2.9434261	-2.6941299e-08	-0.017563274	-7.349253e-08	-0.009059643	69.334206	-59.656105	26.63837	-8.457081	0	0	79.0	3.6009898	0.008549306	37000	45.31698250770569
37	-89.33984	43.285336	-46.05451	-132.62518	30.0	25.0	55.0	5.0	324.5	550.0	0.014473684210526316	-9.7940235	12.335139	4.589509	-37.84879	9.245233	3.0331438	14.702729	1.5383098	6.896257e-08	-0.0074402676	1.1444092e-08	0.032583814	178.24797	-143.67308	81.944016	-21.93539	0	0	3.0	3.5958714	0.020918772	38000	46.827316999435425
38	-78.625015	40.329952	-38.295067	-118.95497	8.5	8.5	17.0	0.0	308.0	569.0	0.01458974358974359	-18.505676	4.850759	-12.164285	-36.320076	8.64348	4.346415	16.926092	-1.0790749	2.3841857e-09	-0.0035101466	-1.704693e-08	0.011209873	29.1612	-10.202694	40.427383	-32.150345	0	0	5.0	3.5960839	0.0132875	39000	48.35000562667847
39	-62.448936	35.098625	-25.285948	-116.28937	15.0	15.016658	31.0	0.0	236.0	629.0	0.015725	-21.846077	3.0928504	-18.749063	-34.518948	2.0048182	2.4074724	6.161549	-2.625586	-2.2053719e-08	-0.0048704883	7.9154965e-08	0.022101145	74.31691	-21.737331	31.459738	-12.00666	0	0	7.0	3.5953293	0.012096292	40000	49.99934530258179
40	-93.232285	55.514465	-37.71782	-148.74675	14.0	11.0	25.0	3.0	308.0	664.0	0.016195121951219513	-14.102556	3.6895473	-11.338092	-32.038807	8.106277	2.806859	15.1271715	0.5878159	1.2874604e-08	-0.011707725	7.176399e-08	0.023735384	117.82076	-74.436066	43.11851	-26.399343	0	0	79.0	3.5927896	0.0054368456	41000	51.58048415184021
41	-52.966267	39.0273	-26.494026	-130.55437	29.2	25.419678	76.0	6.0	194.6	811.0	0.01930952380952381	-21.420527	1.4653652	-20.611027	-29.158924	4.3391194	1.6312127	9.021075	1.5523865	-3.576279e-08	-0.0030446453	-8.6545946e-08	-0.021168036	94.24246	-21.018898	163.85272	-56.359566	0	0	6.0	3.5304625	0.013946267	42000	53.3344304561615
42	-161.11584	22.166962	-138.94888	-183.2828	73.5	66.5	140.0	7.0	500.0	958.0	0.022279069767441862	-17.468386	0.45827198	-17.163149	-21.95844	3.8090122	4.4528823	18.37118	-1.363136	9.250641e-08	-0.012534569	-2.193451e-08	-0.0003233757	172.2365	-112.87195	377.27582	-175.4185	0	0	79.0	3.5313652	0.008191638	43000	54.90659832954407
43	-99.13917	55.087715	-44.051453	-154.22688	13.5	13.5	27.0	0.0	313.0	985.0	0.022386363636363635	-24.674658	1.6166325	-24.058182	-35.250183	7.8483768	15.6392765	32.839836	-5.8835435	2.6226044e-09	-0.0065877885	6.67572e-08	-0.06499832	67.99714	-11.975933	245.01111	-222.27632	0	0	5.0	3.4550393	0.015643677	44000	56.43983435630798
44	-69.5507	44.014557	-38.355988	-131.79663	26.0	18.018509	49.0	5.0	244.66667	1063.0	0.02362222222222222	-26.015495	0.65898937	-25.781921	-31.009342	2.4303343	2.57927	7.5781527	-0.4788285	-1.5974045e-08	-0.013274063	2.4080277e-08	-0.013202693	88.69896	-19.978836	50.517525	-10.614052	0	0	79.0	3.4521682	0.01028446	45000	58.12461876869202
45	-58.19044	38.190445	-28.762922	-112.12512	56.333332	40.30164	92.0	0.0	244.33333	1266.0	0.02752173913043478	-23.216022	0.31015646	-23.059965	-26.259993	3.703507	4.481779	12.183522	-1.7484003	3.4570693e-08	-0.0034892813	6.985665e-08	0.037227795	68.092834	-23.44952	248.11922	-110.14021	0	0	5.0	3.4576063	0.020370044	46000	59.739699602127075
46	-51.50213	24.980886	-28.216665	-93.61021	17.25	17.253622	35.0	0.0	213.75	1351.0	0.02874468085106383	-20.422258	0.4529617	-20.17959	-24.391045	8.802498	9.880877	25.632061	-1.1143947	-2.6226044e-08	-0.0025111279	-4.067421e-07	0.009079101	66.73478	-27.287373	99.06757	-75.153595	0	0	6.0	3.4583972	0.0154030025	47000	61.544801235198975
47	-59.671967	28.853516	-31.190968	-99.21884	21.333334	19.136932	48.0	4.0	246.33333	1415.0	0.029479166666666667	-17.44581	1.3758742	-16.939789	-25.62328	2.4169986	5.3704553	21.38093	-1.9364146	1.26361845e-08	-0.010127553	-5.4121017e-08	0.02120407	28.327484	-6.175461	33.409344	-3.4596863	0	0	79.0	3.4591296	0.009892207	48000	63.38027262687683
48	-73.50034	26.984987	-46.515354	-100.48533	24.0	24.0	48.0	0.0	315.0	1471.0	0.030020408163265306	-16.116308	1.8729922	-15.426747	-27.0607	1.6026324	5.7658644	22.5848	-2.291124	-5.2452087e-09	-0.008669572	2.3841858e-08	0.014089529	17.56902	-4.348709	54.425575	-19.082058	0	0	22.0	3.4373364	0.012269821	49000	64.9665687084198
49	-45.83465	30.539127	-27.332714	-106.73152	32.2	21.385975	67.0	8.0	189.6	1635.0	0.0327	-18.635914	3.910709	-15.584104	-28.772831	5.5743313	5.9750214	19.11917	-0.071401715	6.6757204e-09	-0.0036656796	-1.1086464e-07	-0.004786305	71.28675	-23.29918	73.55993	-17.312325	0	0	5.0	3.4161592	0.017164597	50000	66.81504535675049
50	-86.275024	22.09148	-64.18354	-108.3665	7.0	7.0	14.0	0.0	375.5	1654.0	0.03243137254901961	-15.021034	1.8126757	-14.459448	-25.375381	-0.60450244	4.5630045	17.968475	-3.703183	2.169609e-08	-0.005135436	2.4318695e-08	0.030092468	25.163385	-9.384174	13.905488	-9.009556	0	0	6.0	3.4103386	0.013960572	51000	68.43972301483154
51	-62.2999	31.551546	-36.019413	-106.669174	18.666666	12.256517	36.0	10.0	278.66666	1842.0	0.035423076923076925	-16.621872	3.6431408	-14.531892	-28.481642	3.8238914	4.7912846	21.523928	0.103633165	1.5735626e-08	-0.0040214374	-9.036064e-08	0.009435916	32.863453	-4.6328545	345.02682	-108.53377	0	0	5.0	3.4054623	0.015993165	52000	70.18110203742981
52	-57.995	34.198433	-32.835556	-106.345535	8.666667	6.342099	15.0	0.0	245.33333	1873.0	0.03533962264150944	-15.0781765	3.4024236	-13.212043	-27.791563	9.882976	9.593539	26.108332	0.52307296	2.6702882e-08	-0.010634506	2.9087067e-08	-0.012950146	25.632483	-1.4202194	122.854546	-114.880875	0	0	79.0	3.4049597	0.008943704	53000	71.96162176132202
53	-37.183975	12.753703	-25.472126	-64.458176	37.166668	19.012424	70.0	12.0	149.66667	2108.0	0.03903703703703704	-15.902298	3.7277536	-13.616528	-27.525648	2.6171153	1.7828009	11.661272	1.5353212	2.7656554e-08	-0.0046167043	3.71933e-08	-0.0017333077	55.944466	-26.351873	193.94969	-118.61067	0	0	5.0	3.431556	0.011754496	54000	73.92495775222778
54	-119.104904	13.737961	-105.36694	-132.84286	16.5	16.5	33.0	0.0	500.0	2141.0	0.03892727272727273	-10.745166	2.5950425	-9.7977	-24.422382	3.093285	5.0363197	23.159132	0.8633959	1.3339519e-07	-0.006355705	1.2397766e-07	-0.03833253	83.57425	-75.86019	31.265715	-10.950384	0	0	5.0	3.4331903	0.013227157	55000	75.49042391777039
55	-38.99476	8.184858	-27.055933	-48.74594	24.75	14.686303	43.0	2.0	136.25	2240.0	0.04	-20.304035	2.8072631	-17.150957	-29.27595	4.0850663	4.5317163	21.075422	1.5452986	-3.3140182e-08	-0.014678437	-4.172325e-08	0.004143571	84.94065	-41.24938	28.73632	-13.696461	0	0	79.0	3.4344468	0.012230159	56000	77.62101125717163
56	-56.714844	28.38439	-27.72198	-103.76814	7.75	12.852529	30.0	0.0	235.5	2273.0	0.03987719298245614	-15.157411	2.5156486	-11.7824	-24.95262	3.8348067	7.1059585	21.618395	-0.7127543	7.629395e-09	-0.005458362	4.4345857e-08	0.03470716	32.435444	-4.4538307	31.202215	-13.525051	0	0	5.0	3.472807	0.012098707	57000	79.44308757781982
57	-88.09269	55.996788	-32.0959	-144.08948	6.0	6.0	12.0	0.0	300.5	2290.0	0.03948275862068965	-12.030931	3.6995208	-9.918639	-26.945276	3.1765287	3.9974334	16.33194	-0.5608535	-6.055832e-08	-0.011672172	3.236532e-08	0.00039001156	119.097176	-86.96872	10.046437	-8.588094	0	0	79.0	3.4714866	0.007019419	58000	81.22155737876892
58	-64.07886	33.578114	-34.519386	-111.04419	19.0	14.165687	34.0	0.0	276.33334	2382.0	0.04037288135593221	-19.675838	3.2534025	-17.874348	-31.269491	0.8801527	1.8410685	7.110013	-2.6552293	-2.1040439e-08	-0.011022515	-2.0861625e-08	-0.008703028	43.389828	-11.389172	40.921978	-32.175575	0	0	79.0	3.3994408	0.010282772	59000	83.10352420806885
59	-42.559814	31.197493	-23.230715	-104.69419	20.0	30.796104	81.0	0.0	179.0	2493.0	0.04155	-17.47882	2.7274027	-16.086872	-28.052986	4.422212	6.2924266	19.027937	-0.3334223	8.34465e-09	-0.0035971731	-3.004074e-08	0.017487956	57.03735	-8.739662	94.530785	-4.72316	0	0	4.0	3.4016933	0.015933534	60000	85.049968957901
60	-124.15883	7.4146614	-116.74416	-131.57349	13.0	13.0	26.0	0.0	500.0	2519.0	0.04129508196721311	-14.943301	0.85034937	-14.7563305	-22.900888	1.4562212	3.6091506	18.10686	-0.35905698	-9.793043e-08	-0.006215915	-5.6773426e-09	-0.0074700667	65.93128	-45.407364	1.5489143	-0.7926219	0	0	4.0	3.4002461	0.008679047	61000	86.66263818740845
61	-76.98377	77.6598	-17.752024	-186.695	24.333334	22.365648	54.0	0.0	223.33333	2604.0	0.042	-20.570988	2.4538066	-19.391695	-30.994694	3.2400186	5.8519306	20.634016	-1.9931105	2.360344e-08	-0.01094186	2.6226044e-08	0.012600833	139.29706	-63.489166	32.487804	-4.5705414	0	0	79.0	3.3985314	0.006915526	62000	88.66760993003845
62	-40.142635	32.030125	-16.992838	-102.60755	24.6	21.978172	54.0	0.0	168.8	2756.0	0.04374603174603175	-22.579567	2.318915	-20.92119	-30.314943	3.327854	6.3105826	18.311634	-0.95621336	-2.1457673e-08	-0.0054414677	-6.604195e-08	0.019867856	111.42645	-59.037495	29.225063	-6.649929	0	0	4.0	3.3680708	0.022232855	63000	90.65555357933044
63	-53.34452	45.505127	-21.509392	-141.69254	11.4	12.322337	36.0	4.0	188.6	2818.0	0.04403125	-16.963703	0.049797926	-16.90598	-17.545288	3.161845	5.9344525	23.116901	-0.60368454	-1.2159347e-08	-0.0019902214	-1.1920929e-08	0.00022258615	93.601685	-1.8182449	14.026791	-10.597515	0	0	4.0	3.3642685	0.014703993	64000	92.66330790519714
64	-112.430145	0.6164398	-111.813705	-113.046585	10.5	5.5	16.0	5.0	500.0	2839.0	0.04367692307692308	-17.607477	0.101638414	-17.555641	-18.930458	1.4179442	3.4281533	21.332348	0.2744457	-3.2663344e-08	-0.0033998464	1.2069941e-08	-0.0021671813	13.522739	-6.9059396	2.3541813	-1.6227771	0	0	3.0	3.360129	0.019656839	65000	94.37100148200989
65	-170.67549	58.72656	-111.94894	-229.40205	32.0	17.0	49.0	15.0	500.0	2903.0	0.04398484848484849	-15.05821	14.459806	20.311186	-30.069927	7.15581	10.51646	26.661783	0.097736925	-2.7447939e-08	-0.004237325	1.9812583e-07	0.027766794	826.7	-691.3371	69.49919	-40.640606	0	0	5.0	3.3583894	0.012436951	66000	96.08482503890991
66	-25.219797	5.324126	-18.785648	-34.90918	15.5	16.583124	53.0	0.0	89.625	3105.0	0.04634328358208955	-24.042274	7.1539173	-20.077333	-42.35264	6.827274	5.4503055	18.723787	2.308113	7.1525574e-10	-0.011929895	4.768372e-10	-0.033035573	151.33983	-79.80763	173.3981	-30.11316	0	0	79.0	3.359195	0.01084713	67000	98.47131443023682
67	-65.95475	49.067585	-16.887165	-115.02234	17.0	7.0	24.0	10.0	284.5	3139.0	0.046161764705882354	-14.497047	0.64527476	-13.694949	-17.069632	4.4816904	4.9101725	19.979582	-1.1983994	-3.385544e-08	-0.004388357	-5.3882598e-08	0.005384543	59.62655	-24.60748	23.918066	-19.063007	0	0	6.0	3.356261	0.01913988	68000	100.31563305854797
68	-82.8238	47.87606	-40.808445	-149.812	16.0	10.708252	28.0	2.0	318.66666	3217.0	0.0466231884057971	-20.763344	4.479141	-16.638931	-31.014988	0.96730614	2.8871834	16.080158	-5.0331397	1.001358e-08	-0.005812064	-2.0503998e-08	-0.005057305	48.107574	-22.20406	29.92089	-18.569866	0	0	6.0	3.3548977	0.012781286	69000	102.25512504577637
