Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	StopIter	Entropy	KL	TotalEnvInteracts	Time
69	-38.510963	14.209333	-19.509956	-52.72004	23.0	17.67767	49.0	0.0	141.5	3342.0	0.04774285714285714	-16.888845	3.6245928	-14.51548	-29.281364	3.625759	4.9857984	18.170422	0.15748689	6.6757204e-09	-0.0046930015	1.4972687e-07	-0.023095714	97.31968	-19.447632	23.32077	-6.797802	0	0	5.0	3.3547075	0.014861851	70000	104.27012777328491
70	-70.17577	36.3701	-43.535988	-121.5997	20.666666	14.704497	33.0	0.0	289.66666	3478.0	0.04898591549295775	-15.6266	1.853531	-15.044604	-28.813255	2.94408	4.8855305	21.05024	-0.73462343	-3.4332274e-08	-0.012074343	-2.0289421e-07	-0.0031525148	59.776695	-11.111561	174.816	-113.32187	0	0	51.0	3.3544083	0.012786485	71000	106.25712943077087
71	-57.297462	47.798584	-18.40699	-136.80132	22.5	20.57304	58.0	8.0	205.0	3582.0	0.04975	-25.459425	7.153705	-15.963758	-39.445297	22.115917	8.87543	28.435219	-1.6089385	1.8119811e-08	-0.0064515923	8.5830685e-09	-0.012241584	67.483505	-28.133965	300.63416	-245.52261	0	0	5.0	3.3558567	0.0115922615	72000	108.30820846557617
72	-57.90336	26.644762	-31.258596	-84.54812	43.5	43.5	87.0	0.0	294.5	3671.0	0.05028767123287671	-15.273969	2.0310342	-14.201789	-26.35752	6.081509	4.224763	22.274212	0.30294484	-1.3113022e-09	-0.0072938083	-3.6358834e-08	0.054194734	24.416325	-15.44518	150.99507	-83.016205	0	0	5.0	3.3562882	0.015256397	73000	110.16579365730286
73	-47.367355	41.993176	-20.638847	-131.07834	23.2	17.29046	47.0	1.0	169.4	3792.0	0.051243243243243246	-19.280378	4.285857	-14.3203335	-31.045807	6.5304914	2.2210572	15.382408	4.7458725	-1.9788741e-08	-0.003541535	9.0897085e-09	0.032029074	96.51227	-26.833786	73.07927	-27.446781	0	0	4.0	3.3572135	0.014846549	74000	112.27933645248413
74	-56.918785	35.614815	-28.445477	-117.7796	14.75	13.064743	34.0	0.0	238.75	3882.0	0.05176	-17.041723	0.6481171	-15.863424	-22.187439	3.8399115	3.308016	16.601227	2.1933591	-4.768372e-10	-0.0052899825	-3.4809112e-08	-0.010126782	53.0939	-12.512157	19.309	-6.4789705	0	0	6.0	3.3577492	0.014379494	75000	114.3501808643341
75	-75.516975	55.70643	-19.81055	-131.2234	19.5	4.5	24.0	15.0	287.0	3928.0	0.05168421052631579	-21.30175	1.4298013	-18.201607	-27.062176	5.131902	5.6582494	18.70967	0.9837568	-3.671646e-08	-0.0032439893	5.5074693e-08	-0.00039888071	25.525715	-1.549614	18.680113	-12.439943	0	0	5.0	3.355492	0.021003064	76000	116.2597303390503
76	-31.35077	4.8158517	-24.904476	-38.553284	18.428572	17.344057	49.0	0.0	96.85714	4076.0	0.05293506493506493	-20.120115	3.7171955	-13.659759	-27.313684	4.85367	5.685965	16.653885	0.34162998	-1.7881393e-09	-0.0030127254	6.1273575e-08	0.03667119	96.32921	-36.016968	59.494747	-13.380039	0	0	4.0	3.3519266	0.015954755	77000	118.70442724227905
77	-26.295237	6.3010335	-17.049599	-37.92342	13.666667	13.792108	31.0	0.0	85.0	4162.0	0.05335897435897436	-12.035378	2.2678497	-10.620825	-24.6622	4.0678663	5.8621173	17.167347	-0.3529273	-1.3351441e-08	-0.009644552	-1.1920929e-09	0.007722431	25.606596	-4.486931	27.339422	-9.962717	0	0	23.0	3.3514361	0.013182923	78000	121.00659203529358
78	-25.572538	5.6807528	-18.001696	-34.03218	27.166666	27.655119	72.0	0.0	88.5	4331.0	0.05482278481012658	-14.561447	4.571851	-8.892816	-26.986126	2.8987792	5.3387833	16.557589	-0.29664037	-1.7881394e-08	-0.0060387445	-2.388954e-07	-0.011008067	32.63929	-12.159849	124.573555	-33.477745	0	0	7.0	3.3406653	0.0112197455	79000	123.3126425743103
79	-28.255335	9.380986	-14.787896	-43.907166	17.0	14.95326	46.0	0.0	96.5	4501.0	0.0562625	-12.569498	5.48618	-7.4882545	-26.877895	9.10492	7.101504	18.362066	-0.14476743	1.26361845e-08	-0.0068384707	1.4400482e-07	0.051456533	51.950798	-28.937082	55.16742	-16.266819	0	0	4.0	3.335816	0.024905859	80000	125.99865651130676
80	-109.989685	6.515568	-103.47411	-116.50525	8.0	8.0	16.0	0.0	500.0	4517.0	0.05576543209876543	-11.811125	9.129146	-6.3226686	-35.746822	4.4505005	6.1833024	17.062664	-1.8789864	7.551908e-08	-0.012587198	-1.013279e-07	-0.023555215	112.50999	-87.24956	22.003872	-19.441555	0	0	79.0	3.3334928	0.006576437	81000	127.96133637428284
81	-53.35207	39.779026	-13.573045	-93.131096	16.5	9.5	26.0	7.0	276.5	4550.0	0.05548780487804878	-14.836006	1.8959626	-13.660393	-27.331263	0.8782509	2.6529622	15.338412	-2.5564647	-3.71933e-08	-0.004836968	-2.9087067e-08	0.01061076	37.967194	-15.475964	8.932298	-2.798912	0	0	5.0	3.2390668	0.020169586	82000	129.95382714271545
82	-63.623013	44.722225	-18.900787	-108.34524	36.0	2.0	38.0	34.0	282.5	4632.0	0.05580722891566265	-17.83034	1.2909089	-17.47947	-28.555801	1.6458601	4.213828	15.247986	-0.2156629	-6.6757204e-09	-0.0037957286	6.365776e-08	0.0016581767	14.459553	-0.3516426	18.565985	-5.1489973	0	0	4.0	3.2366211	0.02346333	83000	131.96369647979736
83	-20.106098	6.2105894	-13.465292	-35.413227	27.928572	17.620865	65.0	0.0	71.28571	5023.0	0.05979761904761905	-19.14502	2.2668188	-17.901484	-30.445047	8.534202	6.3416467	16.481922	-0.2200262	-4.720688e-08	-0.012310648	-1.6021728e-07	0.012673247	172.20593	-144.50818	131.1045	-36.11927	0	0	79.0	3.2360816	0.0066679167	84000	135.13501501083374
84	-29.272038	12.355795	-16.61015	-50.20391	6.8	3.867816	12.0	0.0	119.8	5057.0	0.05949411764705882	-8.447761	0.051420003	-8.288178	-8.901941	6.7526703	2.620372	17.744402	4.4373016	1.5854836e-08	-0.00421425	6.890297e-08	-0.012535202	36.89647	-6.6491566	27.06406	-23.685629	0	0	4.0	3.2527153	0.020041851	85000	137.44219160079956
85	-25.601452	8.4528675	-13.374527	-40.60234	27.375	16.970102	54.0	0.0	88.75	5288.0	0.061488372093023255	-10.983416	2.073771	-10.002705	-22.048792	7.895984	7.852415	21.499277	-5.6625695	-1.0490417e-08	-0.013788583	-4.148483e-08	-0.02774777	29.181847	-3.9775982	52.32805	-19.192635	0	0	17.0	3.2541077	0.013529625	86000	140.02484250068665
86	-53.43965	26.05954	-20.913994	-93.28856	11.0	6.595453	21.0	3.0	238.75	5336.0	0.06133333333333333	-10.506498	3.03086	-8.705829	-25.270731	6.339736	7.707585	22.107687	0.4504195	4.7683715e-09	-0.01631188	-2.5749207e-08	0.03455611	26.275995	-6.4617844	45.257458	-31.642794	0	0	79.0	3.26103	0.008024216	87000	142.36632704734802
87	-37.620316	43.300907	-10.540727	-151.45341	21.375	14.2297	41.0	3.0	119.5	5507.0	0.06257954545454546	-11.956651	4.351664	-9.769371	-28.509539	3.559007	5.3550224	16.017788	-3.7961102	-2.5510788e-08	-0.016622227	1.1587143e-07	-0.00084414054	195.5254	-62.375946	60.32872	-29.895164	0	0	79.0	3.2490487	0.009488678	88000	145.08446192741394
88	-33.88427	34.81112	-15.195204	-103.45952	13.4	14.051334	40.0	0.0	145.6	5574.0	0.06262921348314607	-16.080847	0.51601815	-15.947746	-22.562992	3.9027612	5.341944	17.009144	0.19985008	-1.990795e-08	-0.0075994106	6.771088e-08	0.00408962	35.72225	-0.3467331	18.535711	-6.105789	0	0	19.0	3.2124178	0.012582523	89000	147.62514209747314
89	-17.318253	3.3209517	-13.085898	-22.103697	20.833334	13.606574	41.0	0.0	59.583332	5872.0	0.06524444444444444	-15.702166	0.58405286	-15.503554	-21.936207	4.648389	5.537226	15.836511	-1.1057396	3.3378602e-09	-0.014288148	-1.3804436e-07	-0.016942928	84.920425	-48.653072	92.23579	-56.838028	0	0	79.0	3.1931443	0.009487661	90000	150.8780038356781
90	-42.60681	58.56956	-10.640062	-183.12498	24.285715	12.406384	43.0	5.0	140.42857	6047.0	0.06645054945054946	-9.662277	0.5189331	-9.29299	-16.934107	10.689957	4.2287326	21.411388	1.4764785	-7.343292e-08	-0.018068321	2.1457673e-08	-0.011184821	280.49026	-89.09367	56.11844	-38.14737	0	0	79.0	3.2187123	0.009935333	91000	153.66480445861816
91	-98.10512	9.321739	-88.78338	-107.42686	22.0	9.0	31.0	13.0	500.0	6091.0	0.06620652173913044	-17.382097	0.25231048	-17.259138	-21.67681	3.1660872	4.153329	21.852367	1.5418719	8.094311e-08	-0.006133287	-3.8266183e-08	-0.0032453854	5.0372195	-0.84055376	5.279337	-3.9962294	0	0	5.0	3.1637359	0.01269179	92000	155.90135025978088
92	-57.21034	36.079082	-21.131258	-93.28942	31.0	1.0	32.0	30.0	284.0	6153.0	0.06616129032258064	-18.235004	0.5708442	-18.0097	-25.330349	2.0986998	4.628743	21.651129	-1.121047	8.34465e-09	-0.0021944817	-8.642673e-10	0.013125293	28.626667	-2.2365723	5.828586	-3.190773	0	0	4.0	3.1598382	0.015374938	93000	158.13174533843994
93	-30.131124	24.543135	-16.938448	-84.76213	34.0	16.603212	67.0	17.0	136.83333	6384.0	0.06791489361702127	-19.364199	0.3250304	-19.180592	-22.887156	5.3294735	8.022846	22.425438	-0.4471402	-2.9325486e-08	-0.0034798053	1.0681153e-07	0.013442266	70.02505	-39.187733	61.304882	-7.8409195	0	0	4.0	3.1569078	0.022188276	94000	160.83589577674866
94	-25.810644	20.52645	-12.499841	-83.3285	30.444445	19.894785	57.0	6.0	109.55556	6663.0	0.07013684210526316	-12.864372	0.7772312	-10.498578	-17.386675	8.921823	9.007739	24.66439	-0.67049134	1.9073486e-08	-0.0041458756	-1.9788742e-07	-0.029290741	34.968586	-19.639328	56.48385	-5.329895	0	0	4.0	3.1545272	0.014465117	95000	163.66381239891052
95	-33.54198	28.905622	-15.970817	-102.83356	18.285715	16.359482	56.0	0.0	140.71428	6791.0	0.07073958333333333	-10.723588	2.5989869	-5.3933916	-22.70736	7.277495	9.155425	26.619799	0.5563084	1.0609627e-08	-0.0027467888	-6.818772e-08	-0.020607183	35.25111	-10.237272	47.791786	-19.902483	0	0	4.0	3.1533341	0.0143820755	96000	166.29057121276855
96	-39.74681	34.7703	-16.201052	-99.82426	5.5	4.2720017	12.0	0.0	167.75	6837.0	0.07048453608247422	-3.7776659	4.6354666	0.7635846	-22.008287	-1.3381228	7.3821163	20.023336	-10.175373	8.523464e-08	-0.0044281827	1.3113022e-08	-0.019948168	137.20993	-109.73298	22.222137	-18.087492	0	0	4.0	3.1526966	0.014821659	97000	168.71057677268982
97	-38.245625	49.678146	-13.420886	-149.18814	28.0	18.601076	55.0	1.0	131.0	7016.0	0.07159183673469388	-13.430338	0.7777725	-12.773938	-18.106209	3.5448565	5.2487826	19.1076	0.020602018	2.7179718e-08	-0.012428466	-9.012222e-08	-0.019582842	133.24556	-28.943306	31.201847	-18.304935	0	0	79.0	3.1532497	0.010096196	98000	171.61614179611206
98	-33.89617	30.21588	-11.76366	-85.79751	20.75	6.796139	31.0	12.0	168.25	7146.0	0.07218181818181818	-16.602583	0.72241855	-13.981844	-17.938995	2.7787704	6.673763	27.273102	-1.2434471	5.3882598e-08	-0.007713543	9.036064e-08	0.018191332	27.19337	-11.041769	31.542793	-12.190464	0	0	4.0	3.1377144	0.026621148	99000	174.28796553611755
99	-110.91727	25.201855	-85.715416	-136.11913	11.0	1.0	12.0	10.0	500.0	7168.0	0.07168	-15.371201	0.8122468	-12.6846285	-21.009829	3.5395937	6.2771397	27.679098	-1.0510175	8.225441e-09	-0.01635172	-5.6266785e-08	0.024432903	36.279625	-32.851044	27.34884	-24.7398	0	0	79.0	3.136135	0.010015512	100000	176.55150818824768
100	-80.27175	133.03273	-13.253369	-377.2044	20.333334	12.009256	41.0	0.0	155.5	7317.0	0.07244554455445544	-24.914898	9.542388	-12.1265955	-41.755146	5.9154882	6.974246	16.098164	-3.055565	-2.9802322e-08	-0.004140765	-1.013279e-08	0.06920269	1483.9678	-779.5612	70.82096	-55.977966	0	0	2.0	3.1175418	0.018717436	101000	179.15706253051758
101	-34.368732	31.154825	-12.398439	-101.591255	9.666667	13.437096	39.0	0.0	151.16667	7384.0	0.0723921568627451	-9.163447	8.7730875	-4.7614474	-46.6717	3.8574848	5.082051	22.401632	-1.8440666	-3.3140182e-08	-0.00780693	-3.8146972e-08	-0.013459896	172.861	-128.85129	18.247892	-9.6202755	0	0	10.0	3.1172109	0.016567051	102000	181.7782289981842
102	-67.7906	70.50272	-17.880686	-167.49649	26.333334	20.03885	50.0	1.0	206.33333	7476.0	0.07258252427184465	-15.456925	11.053099	-10.558026	-58.015675	2.0185633	4.638195	20.911648	-3.159849	1.5497208e-09	-0.018742803	9.703636e-08	0.014204804	373.4804	-340.6698	26.544996	-12.866815	0	0	79.0	3.114969	0.0100168	103000	184.25346446037292
103	-24.587477	8.275086	-16.415474	-39.79955	8.5	10.404326	31.0	0.0	87.0	7531.0	0.07241346153846154	-20.127932	4.0554724	-11.7361	-28.873137	4.8862042	3.9456353	17.196335	0.014737129	5.4359436e-08	-0.0040534465	5.4359436e-08	0.015688736	96.01264	-48.447083	25.610046	-9.893887	0	0	4.0	3.0520709	0.014493964	104000	186.94777297973633
104	-36.98801	51.041946	-11.852353	-171.33966	17.75	14.703316	41.0	0.0	117.625	7680.0	0.07314285714285715	-14.60173	3.092738	-11.060092	-22.36979	3.3919036	4.9561844	18.271078	-1.9938258	-4.9352646e-08	-0.004246671	2.5510788e-08	0.021772336	157.2915	-128.87624	16.579609	-6.2970915	0	0	3.0	3.0500119	0.01663319	105000	189.7915985584259
105	-92.22566	115.076004	-12.276494	-290.80167	52.5	71.044	175.0	2.0	207.0	7954.0	0.0750377358490566	-26.577991	22.014528	-9.058848	-62.412407	3.8082407	5.963937	24.53142	-5.0718055	1.9967556e-08	-0.007290836	-7.019043e-07	0.06043919	350.351	-130.7462	608.6062	-481.2233	0	0	3.0	3.0485182	0.01459288	106000	192.28319239616394
106	-46.91525	34.284565	-12.630684	-81.199814	21.0	7.0	28.0	14.0	273.5	7996.0	0.07472897196261682	-9.469996	2.1770961	-7.948706	-25.733608	1.5478631	7.7578974	35.8386	-2.0727742	-4.553795e-08	-0.0059223264	-7.8678134e-08	-0.006575176	72.97611	-43.871605	20.567774	-19.617067	0	0	4.0	3.0477724	0.019438714	107000	194.58372354507446
107	-29.74006	25.479347	-13.198587	-84.75274	13.666667	12.078447	31.0	0.0	143.5	8088.0	0.0748888888888889	-16.749031	2.5798838	-15.3158	-29.977142	4.1415353	8.527101	34.478188	-1.1264083	-1.9073487e-09	-0.004308938	2.193451e-08	-0.021097064	53.01846	-17.016342	33.876984	-26.740948	0	0	5.0	3.047536	0.014718372	108000	197.3122594356537
108	-37.148098	38.442665	-12.655832	-122.35694	13.0	10.503967	34.0	0.0	150.66667	8182.0	0.07506422018348624	-15.48153	2.260891	-13.0113	-20.8017	4.456076	5.116551	18.344347	-1.6808255	-7.152557e-09	-0.0039550494	3.9458275e-08	0.0029955972	48.75453	-16.710892	15.84957	-6.921131	0	0	4.0	3.046176	0.011764961	109000	200.06389451026917
109	-30.171913	30.692616	-14.212112	-109.11797	11.875	8.922409	26.0	0.0	122.5	8282.0	0.07529090909090909	-13.720599	4.8791633	-10.966711	-33.863125	1.2556968	6.755245	14.979472	-6.472392	5.4836273e-09	-0.003818354	7.390976e-09	7.424855e-05	102.764046	-49.87667	13.361637	-7.9568276	0	0	6.0	3.0449593	0.01103795	110000	203.06899785995483
110	-21.561733	20.86275	-12.738411	-83.75813	18.7	16.71556	40.0	0.0	97.8	8469.0	0.0762972972972973	-12.103022	0.32861224	-11.82894	-16.337955	4.2949376	4.650229	14.886581	0.46281755	6.437302e-08	-0.0047250264	-4.386902e-08	0.016745204	35.321774	-5.086029	35.529213	-15.042929	0	0	5.0	3.0458748	0.014366525	111000	206.23391890525818
111	-21.209288	12.177626	-9.948675	-49.264282	14.090909	9.8944845	34.0	1.0	89.454544	8626.0	0.07701785714285714	-10.467108	0.47062412	-9.669031	-14.590079	6.5745115	6.750682	18.07698	-2.714396	-3.862381e-08	-0.01543491	1.9788741e-08	0.007888175	35.681915	-16.313747	41.946865	-18.67151	0	0	79.0	3.046777	0.007977395	112000	209.60657238960266
112	-39.028923	47.20489	-16.687963	-163.50781	22.75	17.935648	54.0	0.0	124.0	8808.0	0.07794690265486726	-11.352254	5.0772824	-6.498145	-24.369644	4.876697	5.2307897	18.42979	-1.3512733	5.722046e-09	-0.012613102	-5.173683e-08	0.0370519	140.48212	-117.53249	50.8829	-20.185377	0	0	79.0	3.1049066	0.009487497	113000	212.7103865146637
113	-18.191261	9.953837	-8.616257	-40.317776	21.666666	11.264497	39.0	0.0	79.888885	9029.0	0.07920175438596491	-7.729467	2.8886683	-5.876833	-22.20181	7.590788	7.129414	18.9392	-1.0501052	-5.00679e-09	-0.004099153	8.5830685e-09	-0.013648815	35.752247	-2.9039612	30.42636	-13.495514	0	0	3.0	3.094954	0.018305028	114000	215.8491668701172
114	-38.41148	48.37788	-11.945611	-156.28952	15.142858	9.745748	34.0	6.0	131.57143	9137.0	0.07945217391304348	-11.388941	3.400808	-6.909475	-22.477552	4.0471973	5.5846596	18.805727	-0.23946363	2.0980835e-08	-0.0043394812	-1.8119811e-08	0.004324596	117.81252	-85.99885	14.642526	-3.9241858	0	0	4.0	3.0930948	0.010790019	115000	218.7751886844635
115	-24.629784	17.404646	-11.198441	-65.57694	27.555555	21.6698	78.0	0.0	105.888885	9390.0	0.08094827586206897	-12.90693	10.774013	-3.535552	-59.28544	5.097747	5.6956134	18.93348	-0.4859041	2.861023e-09	-0.008126627	3.7908553e-08	-0.10654136	171.89467	-114.247086	93.06794	-28.483398	0	0	9.0	3.0920453	0.014105533	116000	221.94227170944214
116	-52.019245	40.13508	-17.616276	-117.83754	27.25	17.137314	44.0	2.0	230.5	9519.0	0.08135897435897436	-11.760434	11.886794	-5.8706427	-64.69447	5.1719775	9.969569	32.458134	-6.0125017	1.2695789e-08	-0.009689543	2.1696091e-07	0.039947797	163.99094	-131.46198	55.233673	-33.330982	0	0	7.0	3.0887723	0.015704896	117000	224.64222645759583
117	-196.24304	184.36446	-11.878592	-380.60748	21.0	16.0	37.0	5.0	274.5	9576.0	0.08115254237288136	-39.576218	18.381311	-14.517996	-69.5536	13.925077	9.305884	30.540075	3.0599453	1.9311905e-08	-0.015449776	2.0325184e-07	0.043786287	978.5665	-423.13617	126.88219	-113.16588	0	0	79.0	3.0852659	0.009870306	118000	227.2192268371582
118	-56.40637	32.38717	-24.019201	-88.79353	27.0	15.0	42.0	12.0	292.0	9632.0	0.08094117647058824	-42.03909	25.478756	-11.765981	-82.774284	3.6747854	4.752927	18.69815	-0.20818341	4.768372e-10	-0.009002062	9.250641e-08	0.005122262	154.26607	-47.49079	16.540804	-6.018219	0	0	8.0	3.0507162	0.012936511	119000	229.7642741203308
119	-198.09189	91.65326	-106.43864	-289.74515	11.0	5.0	16.0	6.0	500.0	9654.0	0.08045	-42.925514	25.14709	-20.26609	-84.77917	1.0727099	3.4859755	15.221293	-1.5330328	-6.598234e-08	-0.011284437	1.525879e-08	-0.00042529963	82.30394	-45.813244	4.6495447	-2.2817602	0	0	79.0	3.048759	0.0070611075	120000	232.3084511756897
120	-35.65531	37.108475	-13.972848	-109.77348	10.8	10.684568	27.0	0.0	144.6	9752.0	0.08059504132231404	-22.932562	12.102345	-5.715998	-88.30707	2.4325118	4.128231	16.09685	-0.20686227	5.6266785e-08	-0.0046549677	-3.1232833e-08	-0.040915694	28.907444	-18.734245	61.366955	-29.824247	0	0	3.0	3.021956	0.027868202	121000	235.15771508216858
121	-49.396152	63.097275	-12.02285	-175.42989	20.4	12.009995	37.0	0.0	150.2	9873.0	0.08092622950819672	-33.566216	26.669594	-2.875081	-90.75054	7.2406626	3.1936595	16.71322	0.20903891	3.8444994e-09	-0.011371341	-3.242493e-08	-0.018914938	38.58335	-25.743286	25.33461	-13.094572	0	0	3.0	3.020662	0.01571424	122000	238.01669049263
122	-36.04286	28.48257	-9.8583765	-95.07042	20.5	14.268263	41.0	4.0	160.66667	10017.0	0.0814390243902439	-9.992703	8.091293	-1.9239004	-30.04651	4.4581413	5.9549093	18.33842	-0.20331216	2.9802322e-08	-0.0018364396	2.2172928e-08	-0.011053783	112.90406	-77.543594	23.166262	-3.64361	0	0	4.0	3.0181665	0.013304508	123000	240.99492812156677
123	-33.3096	35.9642	-11.045781	-95.55699	6.0	10.392304	24.0	0.0	156.0	10075.0	0.08125	-9.198595	1.0794382	-7.8529935	-18.477394	3.9940507	4.4156237	19.78151	-0.36036402	5.6028366e-08	-0.0049795792	2.384186e-10	-0.0025528253	125.6705	-70.66884	16.11111	-11.443534	0	0	3.0	3.0145001	0.026472319	124000	243.76452350616455
124	-43.561714	32.88009	-10.681622	-76.4418	29.0	2.0	31.0	27.0	270.5	10140.0	0.08112	-15.723139	1.2555225	-15.299618	-25.843672	2.5778525	5.091593	20.145731	-1.1628768	1.7642975e-08	-0.0017949451	9.6559525e-09	2.4732948e-05	9.76384	-2.4451814	6.7472677	-2.969816	0	0	4.0	3.013093	0.018582273	125000	246.40220499038696
125	-34.736187	65.53745	-9.178317	-241.78291	21.272728	13.25341	38.0	3.0	90.90909	10374.0	0.08233333333333333	-28.480795	16.799957	-14.241793	-62.021664	5.3691354	5.991146	19.971613	-1.6869156	-2.7656554e-08	-0.008205515	4.529953e-08	0.0036989716	145.39435	-117.29451	22.575918	-5.9813747	0	0	6.0	3.012799	0.013847935	126000	249.82009959220886
126	-38.806107	39.086662	-8.821147	-105.392494	18.0	9.354143	27.0	4.0	173.75	10472.0	0.08245669291338582	-10.309083	1.5646354	-9.784302	-25.083496	3.0703564	5.7531476	19.894442	-0.2866112	-1.8119811e-08	-0.013524928	-6.9618224e-08	-0.0052212127	50.44072	-18.403763	7.2436023	-5.525013	0	0	79.0	3.0120506	0.0071527767	127000	252.7312741279602
127	-33.009666	38.88634	-9.461669	-100.35252	16.5	12.0519705	29.0	0.0	154.75	10604.0	0.08284375	-24.427217	23.57286	-12.8311825	-92.251	3.128643	3.7531495	20.090908	-0.73615766	-8.5830685e-09	-0.011231318	-3.2663344e-08	-0.012676402	46.44622	-25.5717	92.050316	-66.179756	0	0	43.0	2.9602442	0.012513789	128000	255.75844812393188
128	-42.161007	51.67406	-11.086088	-145.34077	14.0	8.485281	26.0	0.0	148.6	10682.0	0.08280620155038759	-32.66201	7.075133	-11.548425	-38.96327	12.129486	4.1169944	23.676281	-2.520381	2.3841858e-08	-0.003922664	-4.7683715e-09	-0.00909324	154.81627	-114.2233	69.25334	-57.64543	0	0	6.0	2.9383678	0.013989767	129000	258.71822142601013
129	-24.328335	30.497887	-9.501974	-104.77464	15.875	9.239014	31.0	4.0	103.625	10823.0	0.08325384615384615	-7.401962	1.3113647	-5.627635	-14.574958	-0.562619	5.186243	14.924624	-5.3885417	4.386902e-08	-0.0059330096	-2.7418137e-09	-0.0019533553	69.72544	-29.629543	24.319183	-16.124805	0	0	14.0	2.93893	0.011699001	130000	261.9829113483429
130	-65.4649	38.337204	-27.127691	-103.8021	5.5	3.5	9.0	2.0	312.0	10853.0	0.0828473282442748	-26.846653	26.414108	-10.592473	-91.86892	4.308057	4.641953	15.900302	0.046289682	-1.835823e-08	-0.007865826	-2.193451e-08	0.0011373117	98.7482	-62.312862	9.733592	-7.3380127	0	0	4.0	2.94803	0.017438194	131000	264.7956078052521
131	-159.19547	145.23257	-13.962891	-304.42804	26.5	15.5	42.0	11.0	276.0	10923.0	0.08275	-60.18226	31.362108	-14.732583	-94.174835	6.5333514	5.717251	17.998207	-2.2084975	3.6031008e-08	-0.0054246173	-4.899502e-08	-0.00012700856	328.36575	-173.57391	27.931538	-20.404564	0	0	3.0	2.9505854	0.010909456	132000	267.5363121032715
132	-26.825071	30.606413	-11.32144	-95.18315	14.666667	7.15697	24.0	4.0	121.833336	11041.0	0.08301503759398496	-15.576209	0.9337335	-14.186912	-24.202751	4.182717	5.5405316	17.194618	-0.68272066	-1.2159347e-08	-0.012228215	-1.5854836e-08	-0.00035760915	33.921345	-11.455492	8.990076	-1.9739327	0	0	35.0	2.9510167	0.012876225	133000	270.67428731918335
133	-50.099144	33.66192	-16.437223	-83.76106	28.0	12.0	40.0	16.0	278.0	11102.0	0.08285074626865671	-16.007309	1.3244102	-10.770375	-21.029705	2.3936524	4.751925	17.70444	-0.36151493	-1.4305115e-09	-0.005683359	5.9604645e-08	-4.1891573e-05	13.003504	-4.6445236	13.954346	-2.1944065	0	0	5.0	2.9377468	0.021565525	134000	273.4519245624542
134	-20.304075	20.697514	-8.082045	-66.43457	19.666666	15.173076	39.0	0.0	114.333336	11240.0	0.08325925925925926	-13.197406	0.99358684	-10.99237	-14.702922	2.4758673	6.0147905	17.811619	-1.6412001	6.318092e-08	-0.0036434212	4.172325e-08	-0.025399432	38.85347	-18.830982	26.435692	-7.598049	0	0	3.0	2.9355118	0.017846236	135000	276.6060495376587
135	-22.370098	15.182983	-11.47457	-52.297066	27.4	5.885576	35.0	21.0	112.0	11395.0	0.08378676470588235	-36.280506	29.448341	-8.029171	-96.466095	4.9281845	4.1927133	19.018606	0.103817046	-6.9141386e-09	-0.010649206	-1.2874604e-08	-0.005968924	152.53575	-72.51588	17.676018	-13.115538	0	0	79.0	2.9339318	0.009274214	136000	279.7962749004364
136	-27.312796	37.20887	-10.104434	-138.57741	10.5	9.932271	31.0	0.0	96.0	11518.0	0.08407299270072993	-12.037346	9.656549	5.541735	-25.31209	5.912901	6.749709	20.798115	-0.14242828	1.3828277e-08	-0.0033274845	9.441376e-08	-0.010741325	27.816753	-17.688242	28.244308	-17.605547	0	0	4.0	2.9616246	0.0182343	137000	283.33803248405457
137	-31.570614	26.330679	-12.286708	-83.82214	17.0	13.175735	36.0	4.0	157.2	11624.0	0.08423188405797101	-20.72371	14.878356	-3.082004	-75.13696	2.5008264	4.882099	19.264643	-1.6874056	1.8715859e-08	-0.0026557888	4.2676927e-08	0.028894676	37.703037	-11.29183	16.231544	-3.8070173	0	0	3.0	2.9642568	0.01988308	138000	286.45639634132385
138	-19.389236	18.592203	-7.5631857	-73.94527	13.4	13.462541	33.0	0.0	93.6	11772.0	0.0846906474820144	-4.384612	2.7144978	0.9892068	-20.914898	1.8519641	4.9156713	19.686455	-1.5304562	-6.198883e-09	-0.0014912081	7.4863436e-08	0.0019227653	30.948555	-23.203926	15.399601	-7.3964615	0	0	3.0	2.9656384	0.018766597	139000	290.06912565231323
139	-41.097446	56.930607	-9.021336	-154.8949	20.4	9.562427	39.0	14.0	135.0	11896.0	0.08497142857142857	-40.128765	26.835787	-2.8179154	-105.456894	4.402958	5.8335257	21.499529	-1.0680015	-1.0371208e-08	-0.013398377	-3.5762786e-09	-0.007740061	49.149975	-34.67659	8.934609	-5.3868456	0	0	79.0	2.965757	0.010601351	140000	293.2988135814667
